x,y,z
-5.384615384615385025e+00,-6.410256410256410575e+00,-4.266466555747579215e-02
-5.384615384615385025e+00,-5.897435897435897800e+00,1.655742063949820417e-02
-5.384615384615385025e+00,-5.384615384615385025e+00,8.511971441156043761e-02
-5.384615384615385025e+00,-4.871794871794872250e+00,1.257121187977975341e-01
-5.384615384615385025e+00,-4.358974358974359475e+00,1.208976794703466306e-01
-5.384615384615385025e+00,-3.846153846153846700e+00,7.692562076412948202e-02
-5.384615384615385025e+00,-3.333333333333333925e+00,1.407731160226897982e-02
-5.384615384615385025e+00,-2.820512820512821150e+00,-4.672757543777100037e-02
-5.384615384615385025e+00,-2.307692307692308376e+00,-9.270350075192106132e-02
-5.384615384615385025e+00,-1.794871794871795601e+00,-1.208081685484298645e-01
-5.384615384615385025e+00,-1.282051282051282826e+00,-1.345312596731351451e-01
-5.384615384615385025e+00,-7.692307692307700506e-01,-1.395753576062396528e-01
-5.384615384615385025e+00,-2.564102564102572757e-01,-1.407916502040135187e-01
-5.384615384615385025e+00,2.564102564102554993e-01,-1.407916502040135187e-01
-5.384615384615385025e+00,7.692307692307682743e-01,-1.395753576062396528e-01
-5.384615384615385025e+00,1.282051282051281049e+00,-1.345312596731351729e-01
-5.384615384615385025e+00,1.794871794871793824e+00,-1.208081685484299478e-01
-5.384615384615385025e+00,2.307692307692306599e+00,-9.270350075192121397e-02
-5.384615384615385025e+00,2.820512820512819374e+00,-4.672757543777136119e-02
-5.384615384615385025e+00,3.333333333333332149e+00,1.407731160226876471e-02
-5.384615384615385025e+00,3.846153846153844924e+00,7.692562076412931549e-02
-5.384615384615385025e+00,4.358974358974357699e+00,1.208976794703465335e-01
-5.384615384615385025e+00,4.871794871794870474e+00,1.257121187977976451e-01
-5.384615384615385025e+00,5.384615384615383249e+00,8.511971441156074292e-02
-5.384615384615385025e+00,5.897435897435896024e+00,1.655742063949837764e-02
-5.384615384615385025e+00,6.410256410256408799e+00,-4.266466555747560480e-02
-5.384615384615385025e+00,6.923076923076919797e+00,-5.534891780443177561e-02
-5.384615384615385025e+00,7.435897435897434349e+00,-1.047045310101476362e-02
-5.384615384615385025e+00,7.948717948717948900e+00,6.371246648846579097e-02
-5.384615384615385025e+00,8.461538461538459899e+00,1.136633800756524787e-01
-5.384615384615385025e+00,8.974358974358970897e+00,9.691124460768063553e-02
-5.384615384615385025e+00,9.487179487179485449e+00,1.592434974058821312e-02
-5.384615384615385025e+00,1.000000000000000000e+01,-7.855601158903924297e-02
-4.871794871794872250e+00,-1.000000000000000000e+01,-4.372275634256114762e-02
-4.871794871794872250e+00,-9.487179487179487225e+00,5.938850531976455627e-02
-4.871794871794872250e+00,-8.974358974358974450e+00,1.144827814518736830e-01
-4.871794871794872250e+00,-8.461538461538461675e+00,9.277134989676891208e-02
-4.871794871794872250e+00,-7.948717948717948900e+00,2.340289402858175896e-02
-4.871794871794872250e+00,-7.435897435897436125e+00,-3.334746928478471428e-02
-4.871794871794872250e+00,-6.923076923076923350e+00,-3.244356247544873117e-02
-4.871794871794872250e+00,-6.410256410256410575e+00,2.625133085220851537e-02
-4.871794871794872250e+00,-5.897435897435897800e+00,1.034281067189017078e-01
-4.871794871794872250e+00,-5.384615384615385025e+00,1.510730998690014149e-01
-4.871794871794872250e+00,-4.871794871794872250e+00,1.430382900985835981e-01
-4.871794871794872250e+00,-4.358974358974359475e+00,8.573088056858954586e-02
-4.871794871794872250e+00,-3.846153846153846700e+00,7.206741538322694596e-03
-4.871794871794872250e+00,-3.333333333333333925e+00,-6.270965394983823993e-02
-4.871794871794872250e+00,-2.820512820512821150e+00,-1.069250845114195492e-01
-4.871794871794872250e+00,-2.307692307692308376e+00,-1.239810507817965951e-01
-4.871794871794872250e+00,-1.794871794871795601e+00,-1.223098716540933495e-01
-4.871794871794872250e+00,-1.282051282051282826e+00,-1.125433612100827374e-01
-4.871794871794872250e+00,-7.692307692307700506e-01,-1.026687501931025093e-01
-4.871794871794872250e+00,-2.564102564102572757e-01,-9.694563011739219804e-02
-4.871794871794872250e+00,2.564102564102554993e-01,-9.694563011739219804e-02
-4.871794871794872250e+00,7.692307692307682743e-01,-1.026687501931025370e-01
-4.871794871794872250e+00,1.282051282051281049e+00,-1.125433612100827652e-01
-4.871794871794872250e+00,1.794871794871793824e+00,-1.223098716540932940e-01
-4.871794871794872250e+00,2.307692307692306599e+00,-1.239810507817966090e-01
-4.871794871794872250e+00,2.820512820512819374e+00,-1.069250845114196602e-01
-4.871794871794872250e+00,3.333333333333332149e+00,-6.270965394983842034e-02
-4.871794871794872250e+00,3.846153846153844924e+00,7.206741538322463878e-03
-4.871794871794872250e+00,4.358974358974357699e+00,8.573088056858932382e-02
-4.871794871794872250e+00,4.871794871794870474e+00,1.430382900985834871e-01
-4.871794871794872250e+00,5.384615384615383249e+00,1.510730998690015259e-01
-4.871794871794872250e+00,5.897435897435896024e+00,1.034281067189018605e-01
-4.871794871794872250e+00,6.410256410256408799e+00,2.625133085220884149e-02
-4.871794871794872250e+00,6.923076923076919797e+00,-3.244356247544846056e-02
-4.871794871794872250e+00,7.435897435897434349e+00,-3.334746928478486694e-02
-4.871794871794872250e+00,7.948717948717948900e+00,2.340289402858175896e-02
-4.871794871794872250e+00,8.461538461538459899e+00,9.277134989676869004e-02
-4.871794871794872250e+00,8.974358974358970897e+00,1.144827814518737941e-01
-4.871794871794872250e+00,9.487179487179485449e+00,5.938850531976488933e-02
-4.871794871794872250e+00,1.000000000000000000e+01,-4.372275634256114762e-02
-4.358974358974359475e+00,-1.000000000000000000e+01,-5.992322300794349077e-03
-4.358974358974359475e+00,-9.487179487179487225e+00,8.700359323485402918e-02
-4.358974358974359475e+00,-8.974358974358974450e+00,1.076383837485144213e-01
-4.358974358974359475e+00,-8.461538461538461675e+00,5.660022991822898086e-02
-4.358974358974359475e+00,-7.948717948717948900e+00,-1.063517419584530943e-02
-4.358974358974359475e+00,-7.435897435897436125e+00,-3.113324487483812297e-02
-4.358974358974359475e+00,-6.923076923076923350e+00,1.702827116534446489e-02
-4.358974358974359475e+00,-6.410256410256410575e+00,1.021478333509581726e-01
-4.358974358974359475e+00,-5.897435897435897800e+00,1.668063550750550073e-01
-4.358974358974359475e+00,-5.384615384615385025e+00,1.699613683600322278e-01
-4.358974358974359475e+00,-4.871794871794872250e+00,1.110918616397934267e-01
-4.358974358974359475e+00,-4.358974358974359475e+00,2.339905554964300319e-02
-4.358974358974359475e+00,-3.846153846153846700e+00,-5.244448631126563676e-02
-4.358974358974359475e+00,-3.333333333333333925e+00,-9.212536770502433026e-02
-4.358974358974359475e+00,-2.820512820512821150e+00,-9.497855530655585632e-02
-4.358974358974359475e+00,-2.307692307692308376e+00,-7.577459485028045783e-02
-4.358974358974359475e+00,-1.794871794871795601e+00,-5.149256929069726679e-02
-4.358974358974359475e+00,-1.282051282051282826e+00,-3.263340974783734277e-02
-4.358974358974359475e+00,-7.692307692307700506e-01,-2.190428861564897717e-02
-4.358974358974359475e+00,-2.564102564102572757e-01,-1.757712020745064163e-02
-4.358974358974359475e+00,2.564102564102554993e-01,-1.757712020745064163e-02
-4.358974358974359475e+00,7.692307692307682743e-01,-2.190428861564900492e-02
-4.358974358974359475e+00,1.282051282051281049e+00,-3.263340974783723175e-02
-4.358974358974359475e+00,1.794871794871793824e+00,-5.149256929069714883e-02
-4.358974358974359475e+00,2.307692307692306599e+00,-7.577459485028054109e-02
-4.358974358974359475e+00,2.820512820512819374e+00,-9.497855530655582856e-02
-4.358974358974359475e+00,3.333333333333332149e+00,-9.212536770502438577e-02
-4.358974358974359475e+00,3.846153846153844924e+00,-5.244448631126581717e-02
-4.358974358974359475e+00,4.358974358974357699e+00,2.339905554964276727e-02
-4.358974358974359475e+00,4.871794871794870474e+00,1.110918616397932046e-01
-4.358974358974359475e+00,5.384615384615383249e+00,1.699613683600321723e-01
-4.358974358974359475e+00,5.897435897435896024e+00,1.668063550750552015e-01
-4.358974358974359475e+00,6.410256410256408799e+00,1.021478333509585196e-01
-4.358974358974359475e+00,6.923076923076919797e+00,1.702827116534506857e-02
-4.358974358974359475e+00,7.435897435897434349e+00,-3.113324487483806746e-02
-4.358974358974359475e+00,7.948717948717948900e+00,-1.063517419584530943e-02
-4.358974358974359475e+00,8.461538461538459899e+00,5.660022991822870331e-02
-4.358974358974359475e+00,8.974358974358970897e+00,1.076383837485142270e-01
-4.358974358974359475e+00,9.487179487179485449e+00,8.700359323485425123e-02
-4.358974358974359475e+00,1.000000000000000000e+01,-5.992322300794349077e-03
-3.846153846153846700e+00,-1.000000000000000000e+01,2.673642597971839785e-02
-3.846153846153846700e+00,-9.487179487179487225e+00,9.692640217507629552e-02
-3.846153846153846700e+00,-8.974358974358974450e+00,8.368858136877163623e-02
-3.846153846153846700e+00,-8.461538461538461675e+00,1.774420061013346969e-02
-3.846153846153846700e+00,-7.948717948717948900e+00,-2.964338301748335736e-02
-3.846153846153846700e+00,-7.435897435897436125e+00,-7.312875864425208428e-03
-3.846153846153846700e+00,-6.923076923076923350e+00,7.598678815186057922e-02
-3.846153846153846700e+00,-6.410256410256410575e+00,1.623296229810700098e-01
-3.846153846153846700e+00,-5.897435897435897800e+00,1.919639123290236560e-01
-3.846153846153846700e+00,-5.384615384615385025e+00,1.464839001389328099e-01
-3.846153846153846700e+00,-4.871794871794872250e+00,5.627043042800831951e-02
-3.846153846153846700e+00,-4.358974358974359475e+00,-2.708350524006175597e-02
-3.846153846153846700e+00,-3.846153846153846700e+00,-6.693125378319399188e-02
-3.846153846153846700e+00,-3.333333333333333925e+00,-5.950201179775439081e-02
-3.846153846153846700e+00,-2.820512820512821150e+00,-2.640211526721951418e-02
-3.846153846153846700e+00,-2.307692307692308376e+00,5.853453653493920217e-03
-3.846153846153846700e+00,-1.794871794871795601e+00,2.199256151778031937e-02
-3.846153846153846700e+00,-1.282051282051282826e+00,2.155464028639075824e-02
-3.846153846153846700e+00,-7.692307692307700506e-01,1.299387794058912138e-02
-3.846153846153846700e+00,-2.564102564102572757e-01,5.867854562619706504e-03
-3.846153846153846700e+00,2.564102564102554993e-01,5.867854562619692627e-03
-3.846153846153846700e+00,7.692307692307682743e-01,1.299387794058909362e-02
-3.846153846153846700e+00,1.282051282051281049e+00,2.155464028639074436e-02
-3.846153846153846700e+00,1.794871794871793824e+00,2.199256151778036794e-02
-3.846153846153846700e+00,2.307692307692306599e+00,5.853453653493989606e-03
-3.846153846153846700e+00,2.820512820512819374e+00,-2.640211526721942051e-02
-3.846153846153846700e+00,3.333333333333332149e+00,-5.950201179775421040e-02
-3.846153846153846700e+00,3.846153846153844924e+00,-6.693125378319403351e-02
-3.846153846153846700e+00,4.358974358974357699e+00,-2.708350524006203353e-02
-3.846153846153846700e+00,4.871794871794870474e+00,5.627043042800791012e-02
-3.846153846153846700e+00,5.384615384615383249e+00,1.464839001389326434e-01
-3.846153846153846700e+00,5.897435897435896024e+00,1.919639123290236560e-01
-3.846153846153846700e+00,6.410256410256408799e+00,1.623296229810702873e-01
-3.846153846153846700e+00,6.923076923076919797e+00,7.598678815186134250e-02
-3.846153846153846700e+00,7.435897435897434349e+00,-7.312875864424986383e-03
-3.846153846153846700e+00,7.948717948717948900e+00,-2.964338301748335736e-02
-3.846153846153846700e+00,8.461538461538459899e+00,1.774420061013354602e-02
-3.846153846153846700e+00,8.974358974358970897e+00,8.368858136877124765e-02
-3.846153846153846700e+00,9.487179487179485449e+00,9.692640217507637879e-02
-3.846153846153846700e+00,1.000000000000000000e+01,2.673642597971839785e-02
-3.333333333333333925e+00,-1.000000000000000000e+01,5.067127963091073301e-02
-3.333333333333333925e+00,-9.487179487179487225e+00,9.216178578472374039e-02
-3.333333333333333925e+00,-8.974358974358974450e+00,5.151955985872883059e-02
-3.333333333333333925e+00,-8.461538461538461675e+00,-1.525707288197852146e-02
-3.333333333333333925e+00,-7.948717948717948900e+00,-3.294557250108930135e-02
-3.333333333333333925e+00,-7.435897435897436125e+00,2.784691976750997694e-02
-3.333333333333333925e+00,-6.923076923076923350e+00,1.278806081114700899e-01
-3.333333333333333925e+00,-6.410256410256410575e+00,1.944785190444511258e-01
-3.333333333333333925e+00,-5.897435897435897800e+00,1.808664612109029679e-01
-3.333333333333333925e+00,-5.384615384615385025e+00,9.958198855637295788e-02
-3.333333333333333925e+00,-4.871794871794872250e+00,6.848625424965074093e-03
-3.333333333333333925e+00,-4.358974358974359475e+00,-4.306167881533871228e-02
-3.333333333333333925e+00,-3.846153846153846700e+00,-3.414103072655051696e-02
-3.333333333333333925e+00,-3.333333333333333925e+00,9.197153244405755629e-03
-3.333333333333333925e+00,-2.820512820512821150e+00,4.787758982433412691e-02
-3.333333333333333925e+00,-2.307692307692308376e+00,5.646946342602053581e-02
-3.333333333333333925e+00,-1.794871794871795601e+00,3.396707661374119558e-02
-3.333333333333333925e+00,-1.282051282051282826e+00,-4.023527566425225133e-03
-3.333333333333333925e+00,-7.692307692307700506e-01,-3.926072736705633198e-02
-3.333333333333333925e+00,-2.564102564102572757e-01,-5.948968314442488331e-02
-3.333333333333333925e+00,2.564102564102554993e-01,-5.948968314442488331e-02
-3.333333333333333925e+00,7.692307692307682743e-01,-3.926072736705643607e-02
-3.333333333333333925e+00,1.282051282051281049e+00,-4.023527566425336155e-03
-3.333333333333333925e+00,1.794871794871793824e+00,3.396707661374110537e-02
-3.333333333333333925e+00,2.307692307692306599e+00,5.646946342602049418e-02
-3.333333333333333925e+00,2.820512820512819374e+00,4.787758982433418242e-02
-3.333333333333333925e+00,3.333333333333332149e+00,9.197153244406022776e-03
-3.333333333333333925e+00,3.846153846153844924e+00,-3.414103072655033655e-02
-3.333333333333333925e+00,4.358974358974357699e+00,-4.306167881533877473e-02
-3.333333333333333925e+00,4.871794871794870474e+00,6.848625424964768782e-03
-3.333333333333333925e+00,5.384615384615383249e+00,9.958198855637273583e-02
-3.333333333333333925e+00,5.897435897435896024e+00,1.808664612109027736e-01
-3.333333333333333925e+00,6.410256410256408799e+00,1.944785190444512368e-01
-3.333333333333333925e+00,6.923076923076919797e+00,1.278806081114708115e-01
-3.333333333333333925e+00,7.435897435897434349e+00,2.784691976751032388e-02
-3.333333333333333925e+00,7.948717948717948900e+00,-3.294557250108930135e-02
-3.333333333333333925e+00,8.461538461538459899e+00,-1.525707288197871575e-02
-3.333333333333333925e+00,8.974358974358970897e+00,5.151955985872833099e-02
-3.333333333333333925e+00,9.487179487179485449e+00,9.216178578472372651e-02
-3.333333333333333925e+00,1.000000000000000000e+01,5.067127963091073301e-02
-2.820512820512821150e+00,-1.000000000000000000e+01,6.558980593102789469e-02
-2.820512820512821150e+00,-9.487179487179487225e+00,7.800428945708737238e-02
-2.820512820512821150e+00,-8.974358974358974450e+00,1.851841016267963269e-02
-2.820512820512821150e+00,-8.461538461538461675e+00,-3.901397727637023749e-02
-2.820512820512821150e+00,-7.948717948717948900e+00,-2.528769069086923837e-02
-2.820512820512821150e+00,-7.435897435897436125e+00,6.312168591032070453e-02
-2.820512820512821150e+00,-6.923076923076923350e+00,1.623647905259047730e-01
-2.820512820512821150e+00,-6.410256410256410575e+00,1.976646316952238025e-01
-2.820512820512821150e+00,-5.897435897435897800e+00,1.455301153054498198e-01
-2.820512820512821150e+00,-5.384615384615385025e+00,4.913262237136392652e-02
-2.820512820512821150e+00,-4.871794871794872250e+00,-2.142040755731557111e-02
-2.820512820512821150e+00,-4.358974358974359475e+00,-2.542027593175252148e-02
-2.820512820512821150e+00,-3.846153846153846700e+00,2.266157362246610379e-02
-2.820512820512821150e+00,-3.333333333333333925e+00,7.323857089553800770e-02
-2.820512820512821150e+00,-2.820512820512821150e+00,8.345714329752434990e-02
-2.820512820512821150e+00,-2.307692307692308376e+00,4.445905535129240221e-02
-2.820512820512821150e+00,-1.794871794871795601e+00,-2.232556582512305182e-02
-2.820512820512821150e+00,-1.282051282051282826e+00,-8.778193600898066828e-02
-2.820512820512821150e+00,-7.692307692307700506e-01,-1.337459932125836803e-01
-2.820512820512821150e+00,-2.564102564102572757e-01,-1.559177220165564592e-01
-2.820512820512821150e+00,2.564102564102554993e-01,-1.559177220165565703e-01
-2.820512820512821150e+00,7.692307692307682743e-01,-1.337459932125837914e-01
-2.820512820512821150e+00,1.282051282051281049e+00,-8.778193600898080706e-02
-2.820512820512821150e+00,1.794871794871793824e+00,-2.232556582512327387e-02
-2.820512820512821150e+00,2.307692307692306599e+00,4.445905535129222874e-02
-2.820512820512821150e+00,2.820512820512819374e+00,8.345714329752429439e-02
-2.820512820512821150e+00,3.333333333333332149e+00,7.323857089553806321e-02
-2.820512820512821150e+00,3.846153846153844924e+00,2.266157362246619400e-02
-2.820512820512821150e+00,4.358974358974357699e+00,-2.542027593175250066e-02
-2.820512820512821150e+00,4.871794871794870474e+00,-2.142040755731572377e-02
-2.820512820512821150e+00,5.384615384615383249e+00,4.913262237136357263e-02
-2.820512820512821150e+00,5.897435897435896024e+00,1.455301153054494867e-01
-2.820512820512821150e+00,6.410256410256408799e+00,1.976646316952237747e-01
-2.820512820512821150e+00,6.923076923076919797e+00,1.623647905259053559e-01
-2.820512820512821150e+00,7.435897435897434349e+00,6.312168591032092657e-02
-2.820512820512821150e+00,7.948717948717948900e+00,-2.528769069086923837e-02
-2.820512820512821150e+00,8.461538461538459899e+00,-3.901397727637034851e-02
-2.820512820512821150e+00,8.974358974358970897e+00,1.851841016267909493e-02
-2.820512820512821150e+00,9.487179487179485449e+00,7.800428945708724748e-02
-2.820512820512821150e+00,1.000000000000000000e+01,6.558980593102789469e-02
-2.307692307692308376e+00,-1.000000000000000000e+01,7.351023149527521894e-02
-2.307692307692308376e+00,-9.487179487179487225e+00,5.987660224112496821e-02
-2.307692307692308376e+00,-8.974358974358974450e+00,-1.074710507137918367e-02
-2.307692307692308376e+00,-8.461538461538461675e+00,-5.422391627740417996e-02
-2.307692307692308376e+00,-7.948717948717948900e+00,-1.333760736796517354e-02
-2.307692307692308376e+00,-7.435897435897436125e+00,9.026482091046506007e-02
-2.307692307692308376e+00,-6.923076923076923350e+00,1.764884350287646564e-01
-2.307692307692308376e+00,-6.410256410256410575e+00,1.784647779337312778e-01
-2.307692307692308376e+00,-5.897435897435897800e+00,9.965724577440060461e-02
-2.307692307692308376e+00,-5.384615384615385025e+00,7.244226875887174733e-03
-2.307692307692308376e+00,-4.871794871794872250e+00,-2.812085297266166128e-02
-2.307692307692308376e+00,-4.358974358974359475e+00,9.730082103823513295e-03
-2.307692307692308376e+00,-3.846153846153846700e+00,7.541173302829724812e-02
-2.307692307692308376e+00,-3.333333333333333925e+00,1.055331523157061469e-01
-2.307692307692308376e+00,-2.820512820512821150e+00,6.982003642249627606e-02
-2.307692307692308376e+00,-2.307692307692308376e+00,-1.287373663474233182e-02
-2.307692307692308376e+00,-1.794871794871795601e+00,-9.926267333687477379e-02
-2.307692307692308376e+00,-1.282051282051282826e+00,-1.576108121761948810e-01
-2.307692307692308376e+00,-7.692307692307700506e-01,-1.835901087122565334e-01
-2.307692307692308376e+00,-2.564102564102572757e-01,-1.904472197833543823e-01
-2.307692307692308376e+00,2.564102564102554993e-01,-1.904472197833543823e-01
-2.307692307692308376e+00,7.692307692307682743e-01,-1.835901087122565889e-01
-2.307692307692308376e+00,1.282051282051281049e+00,-1.576108121761950198e-01
-2.307692307692308376e+00,1.794871794871793824e+00,-9.926267333687499583e-02
-2.307692307692308376e+00,2.307692307692306599e+00,-1.287373663474258162e-02
-2.307692307692308376e+00,2.820512820512819374e+00,6.982003642249606790e-02
-2.307692307692308376e+00,3.333333333333332149e+00,1.055331523157061469e-01
-2.307692307692308376e+00,3.846153846153844924e+00,7.541173302829731750e-02
-2.307692307692308376e+00,4.358974358974357699e+00,9.730082103823603501e-03
-2.307692307692308376e+00,4.871794871794870474e+00,-2.812085297266163353e-02
-2.307692307692308376e+00,5.384615384615383249e+00,7.244226875886924932e-03
-2.307692307692308376e+00,5.897435897435896024e+00,9.965724577440041032e-02
-2.307692307692308376e+00,6.410256410256408799e+00,1.784647779337310003e-01
-2.307692307692308376e+00,6.923076923076919797e+00,1.764884350287650450e-01
-2.307692307692308376e+00,7.435897435897434349e+00,9.026482091046544864e-02
-2.307692307692308376e+00,7.948717948717948900e+00,-1.333760736796517354e-02
-2.307692307692308376e+00,8.461538461538459899e+00,-5.422391627740410364e-02
-2.307692307692308376e+00,8.974358974358970897e+00,-1.074710507137970061e-02
-2.307692307692308376e+00,9.487179487179485449e+00,5.987660224112477392e-02
-2.307692307692308376e+00,1.000000000000000000e+01,7.351023149527521894e-02
-1.794871794871795601e+00,-1.000000000000000000e+01,7.731816965243377970e-02
-1.794871794871795601e+00,-9.487179487179487225e+00,4.208048251477341378e-02
-1.794871794871795601e+00,-8.974358974358974450e+00,-3.441771544694768870e-02
-1.794871794871795601e+00,-8.461538461538461675e+00,-6.376729709972475679e-02
-1.794871794871795601e+00,-7.948717948717948900e+00,-3.016150635043908512e-03
-1.794871794871795601e+00,-7.435897435897436125e+00,1.053189122286293938e-01
-1.794871794871795601e+00,-6.923076923076923350e+00,1.728187838596404735e-01
-1.794871794871795601e+00,-6.410256410256410575e+00,1.459758309773399043e-01
-1.794871794871795601e+00,-5.897435897435897800e+00,5.321274127392977560e-02
-1.794871794871795601e+00,-5.384615384615385025e+00,-2.330817260978258754e-02
-1.794871794871795601e+00,-4.871794871794872250e+00,-2.236214402628509956e-02
-1.794871794871795601e+00,-4.358974358974359475e+00,4.436762851843767397e-02
-1.794871794871795601e+00,-3.846153846153846700e+00,1.074972384718843044e-01
-1.794871794871795601e+00,-3.333333333333333925e+00,1.035253559885445374e-01
-1.794871794871795601e+00,-2.820512820512821150e+00,2.673812306456256616e-02
-1.794871794871795601e+00,-2.307692307692308376e+00,-7.390169226567089300e-02
-1.794871794871795601e+00,-1.794871794871795601e+00,-1.421882251626515603e-01
-1.794871794871795601e+00,-1.282051282051282826e+00,-1.581601784401864275e-01
-1.794871794871795601e+00,-7.692307692307700506e-01,-1.416385612498710644e-01
-1.794871794871795601e+00,-2.564102564102572757e-01,-1.241165665955073355e-01
-1.794871794871795601e+00,2.564102564102554993e-01,-1.241165665955073216e-01
-1.794871794871795601e+00,7.692307692307682743e-01,-1.416385612498710089e-01
-1.794871794871795601e+00,1.282051282051281049e+00,-1.581601784401863720e-01
-1.794871794871795601e+00,1.794871794871793824e+00,-1.421882251626516991e-01
-1.794871794871795601e+00,2.307692307692306599e+00,-7.390169226567111505e-02
-1.794871794871795601e+00,2.820512820512819374e+00,2.673812306456225737e-02
-1.794871794871795601e+00,3.333333333333332149e+00,1.035253559885443986e-01
-1.794871794871795601e+00,3.846153846153844924e+00,1.074972384718844431e-01
-1.794871794871795601e+00,4.358974358974357699e+00,4.436762851843797234e-02
-1.794871794871795601e+00,4.871794871794870474e+00,-2.236214402628494691e-02
-1.794871794871795601e+00,5.384615384615383249e+00,-2.330817260978274019e-02
-1.794871794871795601e+00,5.897435897435896024e+00,5.321274127392942865e-02
-1.794871794871795601e+00,6.410256410256408799e+00,1.459758309773396545e-01
-1.794871794871795601e+00,6.923076923076919797e+00,1.728187838596406400e-01
-1.794871794871795601e+00,7.435897435897434349e+00,1.053189122286296020e-01
-1.794871794871795601e+00,7.948717948717948900e+00,-3.016150635043908512e-03
-1.794871794871795601e+00,8.461538461538459899e+00,-6.376729709972470128e-02
-1.794871794871795601e+00,8.974358974358970897e+00,-3.441771544694816054e-02
-1.794871794871795601e+00,9.487179487179485449e+00,4.208048251477316398e-02
-1.794871794871795601e+00,1.000000000000000000e+01,7.731816965243377970e-02
-1.282051282051282826e+00,-1.000000000000000000e+01,7.976090637437610598e-02
-1.282051282051282826e+00,-9.487179487179487225e+00,2.742548959162624533e-02
-1.282051282051282826e+00,-8.974358974358974450e+00,-5.247974502328997537e-02
-1.282051282051282826e+00,-8.461538461538461675e+00,-7.098093108696330866e-02
-1.282051282051282826e+00,-7.948717948717948900e+00,1.762415943159831300e-03
-1.282051282051282826e+00,-7.435897435897436125e+00,1.079792384808284517e-01
-1.282051282051282826e+00,-6.923076923076923350e+00,1.566124717739028060e-01
-1.282051282051282826e+00,-6.410256410256410575e+00,1.083275495017079898e-01
-1.282051282051282826e+00,-5.897435897435897800e+00,1.110093552791897864e-02
-1.282051282051282826e+00,-5.384615384615385025e+00,-4.585420760300560478e-02
-1.282051282051282826e+00,-4.871794871794872250e+00,-1.504336527143543961e-02
-1.282051282051282826e+00,-4.358974358974359475e+00,6.731431787997091409e-02
-1.282051282051282826e+00,-3.846153846153846700e+00,1.174148380955256921e-01
-1.282051282051282826e+00,-3.333333333333333925e+00,8.148114938767875293e-02
-1.282051282051282826e+00,-2.820512820512821150e+00,-1.822365663417733692e-02
-1.282051282051282826e+00,-2.307692307692308376e+00,-1.085471232865092561e-01
-1.282051282051282826e+00,-1.794871794871795601e+00,-1.327991973689825467e-01
-1.282051282051282826e+00,-1.282051282051282826e+00,-9.451518733562119801e-02
-1.282051282051282826e+00,-7.692307692307700506e-01,-4.035446653927445004e-02
-1.282051282051282826e+00,-2.564102564102572757e-01,-9.041712992180733766e-03
-1.282051282051282826e+00,2.564102564102554993e-01,-9.041712992180664377e-03
-1.282051282051282826e+00,7.692307692307682743e-01,-4.035446653927429045e-02
-1.282051282051282826e+00,1.282051282051281049e+00,-9.451518733562097596e-02
-1.282051282051282826e+00,1.794871794871793824e+00,-1.327991973689824912e-01
-1.282051282051282826e+00,2.307692307692306599e+00,-1.085471232865095059e-01
-1.282051282051282826e+00,2.820512820512819374e+00,-1.822365663417774284e-02
-1.282051282051282826e+00,3.333333333333332149e+00,8.148114938767851700e-02
-1.282051282051282826e+00,3.846153846153844924e+00,1.174148380955257337e-01
-1.282051282051282826e+00,4.358974358974357699e+00,6.731431787997119165e-02
-1.282051282051282826e+00,4.871794871794870474e+00,-1.504336527143518981e-02
-1.282051282051282826e+00,5.384615384615383249e+00,-4.585420760300566723e-02
-1.282051282051282826e+00,5.897435897435896024e+00,1.110093552791865945e-02
-1.282051282051282826e+00,6.410256410256408799e+00,1.083275495017075318e-01
-1.282051282051282826e+00,6.923076923076919797e+00,1.566124717739028060e-01
-1.282051282051282826e+00,7.435897435897434349e+00,1.079792384808286321e-01
-1.282051282051282826e+00,7.948717948717948900e+00,1.762415943159831300e-03
-1.282051282051282826e+00,8.461538461538459899e+00,-7.098093108696321152e-02
-1.282051282051282826e+00,8.974358974358970897e+00,-5.247974502329066926e-02
-1.282051282051282826e+00,9.487179487179485449e+00,2.742548959162596084e-02
-1.282051282051282826e+00,1.000000000000000000e+01,7.976090637437610598e-02
-7.692307692307700506e-01,-1.000000000000000000e+01,8.290186111950959003e-02
-7.692307692307700506e-01,-9.487179487179487225e+00,1.742770332186144300e-02
-7.692307692307700506e-01,-8.974358974358974450e+00,-6.575262834274449297e-02
-7.692307692307700506e-01,-8.461538461538461675e+00,-7.856096125872703839e-02
-7.692307692307700506e-01,-7.948717948717948900e+00,-8.245569514315660709e-04
-7.692307692307700506e-01,-7.435897435897436125e+00,1.001191946279618855e-01
-7.692307692307700506e-01,-6.923076923076923350e+00,1.335058794922171499e-01
-7.692307692307700506e-01,-6.410256410256410575e+00,7.136960337911396612e-02
-7.692307692307700506e-01,-5.897435897435897800e+00,-2.539841817685887376e-02
-7.692307692307700506e-01,-5.384615384615385025e+00,-6.551955756807320563e-02
-7.692307692307700506e-01,-4.871794871794872250e+00,-1.399169812297297588e-02
-7.692307692307700506e-01,-4.358974358974359475e+00,7.559570732299830675e-02
-7.692307692307700506e-01,-3.846153846153846700e+00,1.129416055683973713e-01
-7.692307692307700506e-01,-3.333333333333333925e+00,5.659947044207860184e-02
-7.692307692307700506e-01,-2.820512820512821150e+00,-4.824131625847973004e-02
